"state","year","co2_emission","total_num_investments","total_amnt_assist","BDFDB","BDPRP","BFFDB","BFPRP","CLPRB","CLPRK","CLPRP","COPRK","EMFDB","ENPRP","GETCB","HYTCB","NCPRB","NGMPB","NGMPK","NGMPP","NUETB","PAPRB","PAPRP","REPRB","SOTCB","TEPRB","TETCB","WDEXB","WDPRB","WDTCB","WSTCB","WWPRB","WYTCB","employment_total","employment_wage_salary","employment_proprietors","employment_proprietors_farm","employment_proprietors_nonfarm","employment_farm","employment_nonfarm","employment_nonfarm_private","employment_forestry_fishing_related","employment_mining_quarrying_oil_gas","employment_utilities","employment_contrsuction","employment_manufacturing","employment_wholesale_trade","employment_retail_trade","employment_transportation_warehousing","employment_information","employment_finance_insurance","employment_real_estate_rental_leasing","employment_professional_scientific_technical","employment_management_companies","employment_administrative_support_waste_remediation","employment_educational","employment_healh_care","employment_arts_entertainment_recreation","employment_accommodation_food","employment_other_services","employment_government_gov_enterprises","employment_federal_civilian","employment_military","employment_state_local","employment_state","employment_local","gdp_all_industry_total","gdp_private_industries","gdp_agriculture_forestry_fishing_hunting","gdp_farms","gdp_forestry_fishing_related","gdp_mining_quarrying_oil_gas","gdp_oil_gas","gdp_mining","gdp_support_activities_mining","gdp_utlilities","gdp_construction","gdp_manufacturing","gdp_durable_goods_manufacturing","gdp_wood_product_manufacturing","gdp_nonmetallic_mineral_product_manufacturing","gdp_primary_metal_manufacturing","gdp_fabricated_metal_product_manufacturing","gdp_machinery_manufacturing","gdp_computer_electronic_manufacturing","gdp_electrical_equipment_appliance_manufacturing","gdp_vehicles_trailers_parts_manufacturing","gdp_other_transportation_equipment_manufacturing","gdp_furniture_manufacturing","gdp_miscellaneous_manufacturing","gdp_nondurable_goods_manufacturing","gdp_food_beverage_tabacco_manufacturing","gdp_textile","gdp_apparel_manufacturing","gdp_paper_manufacturing","gdp_printing","gdp_petroleum_coal_manufacturing","gdp_chemical_manufacturing","gdp_plastics_rubber_manufacturing","gdp_wholesale_trade","gdp_retail_trade","gdp_transportation_warehousing","gdp_air_transportation","gdp_rail_transportation","gdp_water_trasnportation","gdp_truck_transportation","gdp_ground_passenger_transportation","gdp_pipeline_transportation","gdp_other_transportation","gdp_warehousing","gdp_information","gdp_publishing_industries","gdp_motion_pictures","gdp_broadcasting","gdp_data_processing_hosting","gdp_finance_insurance_real_estate","gdp_finance_insurance","gdp_monetary_authorities","gdp_securities_contracts","gdp_insurance_carriers","gdp_funds_trusts","gdp_real_estate_rental_leasing","gdp_real_estate","gdp_rental_leasing","gdp_professional_business","gdp_professional_scientific_technical","gdp_legal","gdp_computer_systems_design","gdp_misc_professional_scientific","gdp_management_companies_enterprises","gdp_administrative_support_waste","gdp_administrative_support","gdp_waste_remediation","gdp_educational_health_social","gdp_educational","gdp_health_care_social","gdp_ambulatory_health","gdp_hospitals","gdp_nursing","gdp_social_assistance","gdp_arts_entertainment_recreation_accommodation_food","gdp_arts_entertainment_recreation","gdp_performing_arts_spectator_sports_museums","gdp_amusement_gambling","gdp_accommodation_food","gdp_accommodation","gdp_food_services","gdp_other_services","gdp_government_gov_enterprises","gdp_federal_civilian","gdp_military","gdp_state_local","gdp_natural_resources_mining","gdp_trade","gdp_transportation_utlities","gdp_manufacturing_information","gdp_goods_producing_industries","gdp_services_providing_industries","party_governer","party_prop_representative","party_prop_senator","median_household_income","population","number_photovoltaic_shipments"
"Georgia",2019,136.467020925562,191,2374660,1085,200,16987,2991,0,0,0,0,15901,2792,315,35230,57849,0,0,0,350759,0,0,301842,22304,652601,2955875,19523,220438,200915,6568,227006,0,6418752,4804775,1613977,34987,1578990,51318,6367434,5582950,26231,8336,20292,354681,429942,237975,608004,337848,139418,313178,293532,444186,99959,516832,129361,595896,130721,490595,405963,784484,103398,93172,587914,176391,411523,625713.6,554540.5,3664,2601.5,1062.5,1380.1,0,1310.3,69.8,11312.8,27014.2,61607.8,30452.6,2654.9,2495.2,1089.8,3621.3,4393.4,2322,2644.5,2944,5557,1103,1627.6,31155.2,11602.8,4221.8,112.4,4581.5,1360.3,985.3,5287.1,3004,47013.4,33519.1,25493.1,10142.8,1408.9,42.3,5554,372,640.4,4202.9,3130,46525.5,7591.9,3388.3,29250.6,6294.8,137052.4,51208.8,32279.3,4450.6,14081.5,397.4,85843.6,66921.9,18921.7,79534.4,42654.6,7296.1,10334,25024.5,14982.8,21897.1,20720.1,1177,47518.2,7012,40506.1,21771.1,13417.6,2630.5,2686.9,21253.6,3743.3,2025.7,1717.6,17510.3,3680.5,13829.7,11652,71173.1,15098.6,8250.4,47824.1,5044.1,80532.5,36805.9,108133.3,93666,460874.5,1,0.6,1,61980,10628020,695739
"Hawaii",2019,20.5155467864656,14,329849,484,89,484,89,0,0,0,0,0,0,8,842,19884,0,0,0,0,0,0,25273,14320,25273,307764,0,94,94,4812,4905,4714,932230,730842,201388,5940,195448,10783,921447,738598,4079,585,4020,49706,18249,22180,89700,42837,10665,32127,46418,48260,9935,55481,20855,85821,25572,119926,52182,182849,34305,55796,92748,73330,19418,95744.3,76614.5,410,319.8,90.2,82.2,NA,81.8,0.3,1951.9,5528.6,1659.9,430.1,13.1,148.5,1.1,32,5.7,36.9,3.4,0.3,115.9,18.2,55,1229.8,519.6,17,21.7,7.5,60.5,480.2,98.1,25.2,2969.6,6189.4,5489.1,3613.1,0,311.4,313.5,273.8,0.2,928.4,48.7,1987.8,242.7,310.3,1272.5,162.3,21765.9,3396.6,1288.7,271.6,1825.7,10.6,18369.3,16414.8,1954.5,7833,3885.6,791.3,683.2,2411.1,1195,2752.4,2438.8,313.6,7630.4,1039.6,6590.9,3411.8,2012.1,486.2,680.8,10871.4,1187.1,579.8,607.3,9684.3,6220.3,3464,2245.3,19129.8,4818.8,5607.3,8703.6,492.2,9159,7441,3647.7,7680.7,68933.9,0,0,0,83102,1415615,55744
"Iowa",2019,77.2962146598934,120,3041432,44240,8143,637409,112278,0,0,0,0,593169,104135,1281,7091,244222,0,0,0,54671,0,0,901961,1604,956633,1645247,0,8298,8298,12031,20330,234246,2093635,1644686,448949,69477,379472,88874,2004761,1732803,17327,3609,6468,118314,233167,71438,216557,85344,26031,140024,76884,83767,22787,87471,44976,218674,38900,132808,108257,271958,17645,11391,242922,68199,174723,194658.1,171741.9,8966.3,8374.2,592.2,437.4,0,430.3,7,3404.5,8006.5,33796.4,17630.7,945.7,1290.9,1084.9,1939.8,6743.6,2123.7,1031.5,817,372,841.4,440.1,16165.7,8018.6,52.1,54,852.8,537,306.8,5111.4,1233,11547.7,10033.5,6444.5,144.6,1133.2,16.6,3282.5,138.3,120.4,756.7,852.2,4794.4,1423.6,155.9,2185.8,1029.1,46769.9,27010.8,7590.1,795.2,18545.2,80.4,19759.1,18609.8,1149.2,13031.5,6632.8,1131.6,1579.3,3921.9,2498.6,3900,3505.2,394.8,14671,1859.3,12811.7,6043.5,3337,2236.3,1195,5684.1,1237.4,460.6,776.8,4446.6,1338.7,3108,4154.3,22916.2,2331.3,1004.6,19580.4,9403.7,21581.2,9849,38590.8,51206.6,120535.3,1,0.25,1,61691,3159596,18941
"Idaho",2019,20.085916919391,60,910270,0,0,8946,1571,0,0,0,5.698,8946,1571,2354,92017,122586,1139,1.103,1033,0,125,22,169244,5500,170508,565998,0,36240,36240,1471,37711,22715,1071664,796965,274699,22546,252153,42154,1029510,892478,13818,4060,3143,77316,75439,33981,113088,35200,12042,45031,56178,66442,8570,61964,20284,112063,24269,76680,52910,137032,13234,9033,114765,32111,82654,83665.5,72964.5,4172.9,3583.4,589.4,247.8,23,193.9,31,1370.3,5479,9068.5,5896.3,775.6,198.2,150.7,573.1,347.5,3165.2,188.3,115.3,123.5,112.7,146.3,3172.1,2028.5,27.3,24,271.9,176.3,27.8,373.6,242.8,5456.9,6348.3,2443.7,298.7,397.4,9.4,1071.1,87,20.5,424.3,135.2,1661.8,328.7,43.5,854.4,435.1,15317.9,3773,1739.2,398.9,1499.9,135,11545,10868.8,676.1,8667.9,4657.6,442.7,774.3,3440.5,974.6,3035.8,2436.3,599.5,7630.7,694.2,6936.5,3301.4,2516.3,623.1,495.6,3412.5,693.7,203.5,490.2,2718.8,813.4,1905.4,1686.5,10701,2071.9,606.1,8023,4420.7,11805.2,3813.9,10730.3,18968.1,53996.3,1,1,1,60999,1789060,4193
"Illinois",2019,203.432320036868,84,11321378,17366,3196,218212,38456,1014448,22.103,45895,5.698,200846,35260,2042,1103,135410,2279,1.06,2150,1030996,46969,8243,372731,3503,2467422,3951620,0,9268,9268,9841,19109,128763,7962884,6280415,1682469,58783,1623686,71764,7891120,7015765,13578,18127,25203,344078,607296,314064,694178,474905,114847,519187,328864,598780,98565,549418,207842,892775,180694,564855,468509,875355,79611,44379,751365,152817,598548,885583,799693,5028.4,4596.4,431.9,1960.2,130.8,1678.8,150.6,14908.9,30357.5,106681.9,52793.8,589.1,2561.6,2518.4,10535.2,14492.8,6027.6,3959.9,4694.5,825.4,1256,5333.2,53888.2,13254.4,280.2,308.8,2264.6,2821.7,7998.6,21000.8,5959,67862.5,44696.6,36133,9860.8,3019.5,356.6,9402.6,2308.1,674.5,6986.2,3524.7,30939.7,7301.7,1629.8,13292.9,8715.3,205403.1,93301.8,30825.7,15313.9,45666.9,1495.4,112101.2,101225.4,10875.9,121699.8,75039.9,17483.7,14281.7,43274.5,16006.4,30653.4,28273,2380.4,77215.6,13539.6,63676,26514.2,25047.6,6873.6,5240.6,36125.8,10346.4,5384.5,4961.9,25779.4,5632.9,20146.5,20680.1,85890,12991,4039.1,68859.9,6988.6,112559,51041.9,137621.6,144028,655665,0,0.277777777777778,0,69187,12667017,113031
"Indiana",2019,176.107965547739,52,1593785,11434,2105,154618,27242,712235,22.569,31559,5.698,143184,25137,4647,2280,66440,5306,1.052,5044,0,8997,1579,257250,4160,983789,2779091,0,20438,20438,15754,36192,55354,4006907,3250655,756252,49028,707224,61982,3944925,3496771,11404,9292,14137,216465,555905,132570,386683,196632,37462,162466,153811,191251,39381,240726,90473,457824,79143,287293,233853,448154,39033,20441,388680,121612,267068,379684.1,342974.3,3372.1,2930.4,441.7,1286.9,28,1209.1,49.8,7167.4,15268.7,100261.4,58262.2,1254.1,1951.2,9642.4,7185.1,6854.7,2246.2,1033,19247.8,2556.7,1842.9,4448.1,41999.3,6905.1,217.5,79.1,1196.5,1229,5533.6,23280,3558.5,21154,20628.2,13483.9,812.4,1404.7,204.8,5822.7,339.1,196.6,2113.7,2589.9,6503.3,1519,282.4,3830.3,871.6,61310.2,23133.8,5022.4,1776,15848.2,487.2,38176.4,35013.7,3162.6,32961.1,17014.4,2672.3,3819.4,10522.7,4882.2,11064.6,9562.3,1502.2,36426,4131.3,32294.7,15511.7,11036.7,3607.6,2138.7,14492.4,4125.3,1853.8,2271.5,10367.1,2415.3,7951.8,8658.7,36709.8,5312.5,1266.7,30130.6,4659,41782.1,20651.3,106764.7,120189.1,222785.2,1,0.777777777777778,1,57603,6731010,NA
"Kansas",2019,60.4526701953812,43,992149,3249,598,76308,13424,0,0,0,5.698,73059,12826,974,182,189733,212665,1.162,183087,96565,189202,33205,273764,471,772196,1129559,0,4777,4777,2947,7724,188105,1945791,1509013,436778,50214,386564,62910,1882881,1583334,11718,29607,6432,96116,173845,63711,180214,80256,22881,106137,74861,111865,30793,100494,28894,206764,34481,123224,101041,299547,25536,32232,241779,59359,182420,176493.1,153837,4966.8,4501,465.8,938.3,515.2,167.6,255.5,2953.1,6859.3,27448.3,15042.7,212.8,671.3,135.3,1613.5,1979,660.8,596.1,995.2,7567.6,240.3,370.8,12405.6,4499.4,44,43.9,238.5,912.3,3458.9,2110.7,1097.9,11413.3,10295.6,7174.7,139.8,1815,1.7,2005.1,176.8,879.4,1224,932.9,7224.1,1006.9,102.2,5510.5,604.6,31998.3,9266.2,3140.6,1146.7,4627,351.8,22732.1,16080.4,6651.7,19003,9644.8,1042.2,2322.2,6280.4,4211.9,5146.2,4775.6,370.6,14198.9,1173.5,13025.5,5730.5,4523.5,1624.6,1146.8,5299,960.8,196.5,764.4,4338.2,775.8,3562.4,4064.3,22656,3092.3,2877.3,16686.4,5905.1,21709,10127.7,34672.5,40212.7,113624.3,0,0.75,1,62087,2912635,NA
"Kentucky",2019,115.381728639184,63,1092217,5848,1076,10658,1921,852990,23.621,36111,5.698,4810,844,2712,37682,41221,89339,1.147,77882,0,14273,2505,89293,827,1045895,1723238,0,34506,34506,2908,37414,0,2572457,2039331,533126,67541,465585,82641,2489816,2135830,13993,15040,7007,132838,260777,82019,256359,140451,27410,112319,96414,119788,23795,155475,40473,280570,44860,189443,136799,353986,34918,45355,273713,98577,175136,215398.9,186633.8,2797.9,2282.2,515.7,1989.7,122.6,1684.7,182.5,3808,9297,38332.5,22173.2,789.3,979.8,2896.7,2347.3,2055.8,1048.2,1350.4,9315.1,647,295.2,448.4,16159.3,7274.7,166.9,61.4,1709.5,686.2,2179.3,2312.8,1768.5,15928.8,12511.6,10457.7,578.6,694.1,591,2488.9,159.8,221.9,3993,1730.4,4866.3,652.1,119.7,3292.1,802.4,34602.5,12274.5,4526.9,1328.6,6299.4,119.6,22328,20761.9,1566.2,18581.1,9089.2,1711.2,1682.7,5695.2,2930.7,6561.3,5914.2,647.1,20753.8,1529.4,19224.4,8900.8,6978.4,1987.8,1357.4,7913.8,1213.1,685.4,527.7,6700.7,1062.8,5637.9,4793,28765,4806.1,4139.6,19819.3,4787.7,28440.3,14265.7,43198.8,52417.1,134216.7,1,0.833333333333333,1,52295,4472345,NA
"Louisiana",2019,194.892651990033,67,250695185,0,0,0,0,21251,13.82,1538,5.698,0,0,1842,12161,16254,3330380,1.037,3212318,145993,261527,45898,133669,2251,3892819,4282045,6692,102895,96203,14520,117414,0,2745180,2062866,682314,23528,658786,32591,2712589,2353572,18861,53690,8903,203752,148238,76392,271313,119096,29115,113821,128006,150492,28366,163073,57033,322483,56269,231100,173569,359017,31692,33774,293551,81702,211849,256918.5,227471,1630.1,1029.8,600.3,10963.4,6584.6,367.3,4011.5,5260.4,13151.7,51400.3,7908.2,926.7,730.2,540.8,1739.4,1787.4,312.7,177,75,1210.6,66.6,341.9,43492,2310.9,94.2,31.2,2068.3,196.1,20759.1,17517.2,515,13656.6,16622.5,9444,740,721.9,1376.8,1904.8,369.3,827.2,2700.2,803.9,5156.5,505.6,1126.8,2985.2,538.8,38958.7,11571.9,4832,754.8,5752.9,232.1,27386.8,21907.2,5479.7,21833.8,12303.9,3619.2,1228,7456.7,2639.5,6890.4,5693.6,1196.8,22296.2,2722.4,19573.8,9684.7,6693,1723.4,1472.6,11486.8,2517.7,1492.9,1024.9,8969.1,2923.5,6045.6,5610,29447.5,4167.2,2522.3,22757.9,12593.5,30279.1,14704.5,56556.7,77145.4,150325.6,0,0.833333333333333,1,51073,4658285,NA
"Massachusetts",2019,63.3255745441377,30,1860604,94,17,94,17,0,0,0,0,0,0,859,8687,40935,0,0,0,22734,0,0,74190,29511,96924,1464995,0,16238,16238,16923,33161,1877,4936751,3822709,1114042,6195,1107847,10432,4926319,4458040,10463,2353,12646,265058,258974,137957,423848,189545,108251,291369,221265,510281,77496,254270,253917,712571,135007,339047,253722,468279,46226,19363,402690,126561,276129,596593.1,539150.4,776.4,232.3,544.1,243.7,0.4,226.6,16.8,8139.5,22247.2,54586.3,34970,222.1,729.5,340,5168.5,2595.2,15985.5,1680.9,182,2060.2,383.7,5622.6,19616.3,3094.7,364.5,380.1,813.2,1181.3,635.5,11600.1,1546.9,27840.6,23745.1,10894.2,2754.9,390,184.9,1981.2,2519.1,56.8,1913.1,1094.2,32492.5,18119.9,810.3,6894.2,6668.2,139687.7,57417.2,17610.7,19246.1,17601.8,2958.6,82270.5,78619.3,3651.1,109677.4,79295.7,8066,18430,52799.8,13710.5,16671.1,14673.8,1997.3,72092.6,17914.1,54178.5,20790.4,22145.6,5379.2,5863.3,25292.3,7187.8,4353.9,2833.9,18104.5,4914.6,13189.9,11435,57442.7,9121.7,6771.9,41549.2,1020.1,51585.7,19033.7,87078.8,77853.6,461296.8,1,0,0,85843,6894883,393055
"Maryland",2019,56.8714982336405,73,1428319,0,0,0,0,34661,23.562,1471,0,0,0,570,19485,37802,14,1.044,13,156765,0,0,55557,13115,246996,1355227,0,10199,10199,7556,17755,4633,3803930,2880591,923339,11045,912294,17512,3786418,3213553,6936,2897,10308,245466,122907,96254,337505,175947,49195,171045,193555,377636,32529,243108,110475,455943,95347,261113,225387,572865,174698,50680,347487,100688,246799,426747.4,340026.1,960.7,815.2,145.5,379.7,0.9,358,20.8,7750.7,19124.7,24968.5,11376.5,333.3,664,115.2,916.7,1380.5,5206.4,228.5,136.9,881.5,381.1,1132.5,13592,3018.5,109,75.5,265.8,668,546.6,7862.8,1045.7,18794,20543.6,9075.8,1885.3,398.7,206.5,1901.3,1130.3,38.1,2214.8,1300.8,16676.9,3561.3,442,11299.7,1374,94750.9,23516.1,6763.7,4679.9,10761.5,1311,71234.8,61949.7,9285.1,61507.4,43740.1,4519,13617.3,25603.8,4870.3,12897,11624.2,1272.9,38947.8,7029.1,31918.7,15785.2,10106.7,3606,2420.8,16621.5,4208,2112.8,2095.2,12413.5,3320.7,9092.9,9924,86721.3,43015.2,10391.5,33314.6,1340.4,39337.6,16826.4,41645.4,45433.6,294592.6,1,0.111111111111111,0,86738,6054954,75447
"Maine",2019,14.4264050204202,41,1093090,47,9,47,9,0,0,0,0,0,0,72,31162,54339,0,0,0,0,0,0,148456,897,148456,384261,0,91222,91222,2848,94070,22208,856302,651621,204681,6960,197721,10549,845753,736986,14675,671,1756,57044,58297,22221,98154,23780,9717,35056,37021,49450,12737,42750,22553,118985,23040,66069,43010,108767,16090,6807,85870,26340,59530,67717.1,58604.2,867.9,370.5,497.4,27,0,27,NA,1118,2503.3,6403.6,3355.5,393.5,149.5,30.3,605.2,227.4,506.4,40.8,102.2,1008.6,96.4,195.1,3048.1,801.8,93.1,111.7,769.1,119.5,176.7,706.9,269.2,3680.4,5340.6,1443,110.6,61.1,11.6,581.8,120.6,21.8,306.3,229,1271.3,351.5,52.6,658.7,208.5,14043.4,4286.5,1588.1,360.7,2325.2,12.5,9756.9,9230.4,526.5,7378.3,3927.8,654.2,867.5,2406.1,1463.3,1987.2,1734.6,252.7,9163.2,1150.7,8012.5,2919,3252.2,1045.1,796.2,3848.6,744.1,353.7,390.4,3104.5,1062.2,2042.3,1515.7,9112.9,2190.7,612.3,6309.9,894.9,9021,2560.9,7674.9,9801.7,48802.5,0,0,0.5,58924,1345770,2185
"Michigan",2019,159.239980493688,65,2360732,1345,247,47973,8433,0,0,0,5.698,46629,8186,5193,14691,74520,90423,1.077,83969,343639,29493,5176,233688,2758,697242,2880159,0,92140,92140,19054,111194,51878,5772831,4521246,1251585,41584,1210001,65390,5707441,5088972,17730,12420,21043,282091,653240,188747,562633,207470,70437,265130,267602,425957,78711,376511,105308,687504,114931,412774,338733,618469,52384,17693,548392,188781,359611,536888.3,481203.8,3078.2,2516,562.2,2101.7,96.3,1843.8,161.7,10127.9,22589.7,99603.2,77242.3,1091,1858.5,3051.7,7931,8955.5,2433.7,2848.9,40920.2,1403.9,2527.1,4220.7,22360.9,5828.5,268.4,194.3,1561.3,1317.9,1293.9,7738.5,4158.1,35608.4,31720.1,15175.4,4096,451.3,122.5,4963.4,587.4,643.4,2521.5,1789.9,13628.4,3703.7,479.1,5723.3,3722.2,94035.1,28525.2,10231.1,2878.1,15098.9,317.1,65509.9,58057,7452.9,71366.5,42214.3,5295,6895.8,30023.5,11911.7,17240.5,15559.6,1680.8,50534.4,4398.9,46135.5,19574.9,19295.5,4432.2,2832.9,19227.3,3891.6,2258.8,1632.8,15335.7,4804.2,10531.5,12407.5,55684.5,8208.9,1712.7,45762.9,5179.9,67328.6,25303.3,113231.6,127372.9,353831,0,0.411764705882353,0,59584,9984795,6736
"Minnesota",2019,92.0896901281856,140,29572563,9191,1692,180685,31799,0,0,0,0,171494,30107,1075,9404,120386,0,0,0,147280,0,0,366164,12265,513444,1900531,0,56250,56250,8843,65093,97642,3819497,3038946,780551,59304,721247,75401,3744096,3314457,14919,8698,12578,187146,340069,138456,359245,151858,55978,229224,153715,244556,93925,172516,92138,516599,98699,243194,200944,429639,32187,19829,377623,95106,282517,383777,346914.5,5329.5,4880.5,449,3732.6,24.3,3696.3,12,5534.7,15695.1,52008.7,33090.4,1389.9,1384.5,767.6,4658.3,4706.4,9627.8,1525.7,848.9,1794.4,974.5,5412.4,18918.3,6022,341.6,195,1634.6,2043.4,3758.2,3166.5,1756.9,27390.9,20434.2,12487.8,3601.5,1276.4,316.7,3471.5,924.9,365.6,1760.2,770.9,12709.8,5226,298.6,4894.8,2290.4,78085.6,34837.2,15434.2,4077.7,14788.6,536.7,43248.5,40852.7,2395.7,51170.7,26375.5,4109.9,6146.1,16119.5,15289.6,9505.7,8480.7,1025,40859.6,4043.7,36815.9,16991.4,11428.9,4881.1,3514.5,13181.1,3773.2,2239.3,1533.9,9407.9,2234.8,7173.1,8294.1,36862.6,4468.6,1562.5,30831.5,9062.1,47825.1,18022.4,64718.6,76766,270148.5,0,0.375,0,74593,5640053,66660
"Missouri",2019,116.985714002291,177,3478408,25641,4719,63218,11316,4227,22.335,189,5.698,37578,6597,352,19733,49069,1,1.024,1,95961,484,85,140354,3534,241027,1805708,0,24120,24120,3946,28066,25450,3821914,2993332,828582,87136,741446,95569,3726345,3253718,14910,7065,12206,199474,290839,134000,375971,150453,56130,207146,169509,232626,69659,206147,87685,462431,79231,284994,213242,472627,59184,35892,377551,104670,272881,328400.6,289562.7,3206.1,2776.3,429.8,1051.9,1.8,1008,42.1,5597,12589.7,39916.4,21615.4,634,1105.1,835.9,3101.2,3078.3,2544.7,1863,4344.9,2355.6,516.5,1236.3,18301,6734.7,136.6,173.4,1303.1,1209.1,765.8,6366.8,1611.5,22538.5,19159.9,11461.3,1452.2,1983.3,110.8,4282.4,494.3,99.4,1943.3,1095.6,11748.7,1948.6,295.9,5624.6,3879.6,62155.4,26219.4,11044.3,4711.8,10432,31.4,35936,32810.8,3125.2,43508.8,23695.7,4663.4,6067.9,12964.4,9851,9962.1,9139.8,822.3,34918.7,4470.8,30447.9,12310,12176.8,3195.8,2765.3,13759.9,3777.7,2392.1,1385.5,9982.2,2474.6,7507.6,7950.4,38837.9,7943.5,2759.5,28134.9,4258.1,41698.3,17058.3,51665.1,56764.1,232798.6,1,0.75,1,57409,6140475,12265
"Mississippi",2019,62.5445880171622,269,2609443,5811,1070,5811,1070,28423,10.537,2697,5.698,0,0,958,0,3966,34280,1.029,33307,115202,96171,16878,66401,3007,340476,1093230,8278,55062,46784,1563,56625,0,1617430,1223735,393695,29744,363951,39132,1578298,1306963,15192,9804,8057,85640,152794,39236,167988,70925,14216,61649,56032,59619,13584,104177,25134,163940,21106,138826,99044,271335,25562,27625,218148,64449,153699,115971.3,95664.8,2110.6,1478,632.6,775.9,306.7,203.2,266.1,3318.8,4400.6,18682.5,10604.2,1190.5,447.8,745.7,888.7,1544.2,141.3,837.1,2078.2,1477.3,1067.9,185.3,8078.3,1721.1,328.8,99.1,696.5,151.7,2872,1340.4,868.6,6196.2,9071.1,4635.9,82.2,418.8,195.1,2014.6,72.2,211.8,790,851.3,2515.7,319.3,54.8,1944.8,196.8,17586.8,5585.2,2993.2,222.2,2331.6,38.2,12001.6,10986.7,1014.8,8138.1,3651.8,990.5,581.8,2079.6,1373.2,3113.1,2757,356.1,10124.4,887.7,9236.7,5063.2,2283.1,1034.2,856.2,5321.7,567.4,135.5,431.9,4754.3,1778.2,2976.1,2786.5,20306.5,3659.2,2105.4,14542,2886.5,15267.3,7954.7,21198.2,25969.6,69695.2,1,0.75,1,45792,2978227,NA
"Montana",2019,32.2853951499142,61,618074,1,0,1,0,608890,17.666,34468,5.698,0,0,337,89090,111051,47967,1.102,43534,0,130946,22981,129217,489,917020,445912,0,17772,17772,393,18165,21135,695247,501103,194144,22783,171361,29879,665368,569233,8491,10199,2936,50083,25553,19386,74774,21831,8339,28175,40350,41049,2723,27166,9620,78416,22264,60755,37123,96135,13368,7867,74900,26608,48292,52934.6,45327.2,1991,1711.6,279.4,2212,294.3,1691,226.7,1129.5,3062.8,3354.4,1240.4,395.7,190.7,30.1,205.8,97.8,80.3,17.9,33.5,11.2,31.8,145.7,2113.9,332,7.7,5.6,3.1,98.8,1486.6,141.9,38.3,2844.9,3365.2,2389,221.6,1050.8,1.3,566.8,62,147.4,324.1,15,1148.5,256,78.9,683,130.6,10166.3,2683.9,1546.5,264.5,869.9,3,7482.4,6990.7,491.7,4062.6,2693.3,425.7,534.5,1733.1,236.2,1133.1,982.1,151,5703.1,295.4,5407.7,2078.8,2481.6,508.6,338.7,2697.4,660.6,163.6,497,2036.8,769.6,1267.2,1200.4,7607.4,1779.4,545.3,5282.6,4203,6210.2,3518.5,4502.9,10620.2,34707.1,0,1,0.5,57153,1070123,NA
"North Carolina",2019,122.604303380211,115,126884709,188,35,188,35,0,0,0,0,0,0,967,55084,129772,0,0,0,437683,0,0,254022,69062,691705,2656262,19912,113628,93716,10433,124061,4659,6188601,4826288,1362313,38890,1323423,63087,6125514,5260146,26304,6284,15145,374764,499863,205121,610401,222126,92904,298502,284403,402691,92785,421106,143803,594005,142633,474264,353042,865368,74376,127121,663871,212514,451357,591600.9,513106.5,3925,3025.3,899.7,590.5,1.9,554.5,34.2,8953.1,23341.8,101597.8,46654.8,1959.1,2063,970.7,4302.9,5891,12185.8,4221.6,3567.4,7375.1,2411.5,1706.9,54943,17186.7,2353.4,285.1,2346.1,1049.4,316.1,27362.5,4043.7,34275.1,30582.9,14312.7,3622.3,406.4,41.9,4876.8,389.7,99.4,2986.9,1889.3,20636,7856.4,423.5,8798.2,3557.8,120218.2,52700.9,34913.4,5992.7,11651.9,142.8,67517.3,62082.7,5434.6,72312.6,38990.1,4347.2,9423.3,25219.5,13885.5,19437,17851.2,1585.8,47417.7,7973.7,39443.9,20842,11350.7,4033.4,3217.9,22688.2,4928.4,3020.3,1908.1,17759.7,3635.3,14124.5,12255,78494.4,11261.1,12131.8,55101.6,4515.5,64858,23265.9,122233.8,129455.1,383651.4,0,0.785714285714286,1,57341,10501384,NA
"North Dakota",2019,57.152888706801,18,759349,9718,1789,80390,14196,361946,13.407,26997,5.698,70672,12407,978,28312,129152,1187235,1.395,850826,0,2949752,517682,211395,11,4710328,683875,0,839,839,1014,1853,99852,586904,456960,129944,23077,106867,28484,558420,469410,5240,25689,3526,37527,28275,25568,57219,26336,6981,28454,26035,23863,4110,18395,6661,70307,10007,37966,27251,89010,9320,11872,67818,23386,44432,57180.9,50625.4,2734.8,2551.3,183.5,6355,2510.2,485.7,3359.1,1481.6,3385.5,4161,2444,181.4,202.7,101.7,172.7,1312.6,161.4,12.1,87.7,135.5,39.9,36.3,1717,786.7,18,5.7,14.5,36.9,421.7,250,183.6,4702.1,3024.1,3028,78.6,702,19.4,1404.1,61.7,386.5,331.5,44.2,1428,630.6,18.5,695,83.8,9450.5,2802,1343.2,179.5,1265.5,13.8,6648.5,5392.9,1255.6,3243.8,1898.5,227.4,313.6,1357.4,492.5,852.8,757.1,95.8,4973.2,203.1,4770.1,1814.2,1951.1,680.5,324.4,1620,217.7,67.6,150.1,1402.4,515,887.4,1038,6555.5,756.4,900.9,4898.3,9089.8,7726.1,4509.7,5588.9,16636.2,33989.2,1,1,1,64577,763724,NA
