"State","Year","CO2 Emissions (Mmt)","TotalNumberofInvestments","TotalAmountofAssistance","BDFDB","BDPRP","BFFDB","BFPRP","CLPRB","CLPRK","CLPRP","COPRK","EMFDB","ENPRP","GETCB","HYTCB","NCPRB","NGMPB","NGMPK","NGMPP","NUETB","PAPRB","PAPRP","REPRB","SOTCB","TEPRB","TETCB","WDEXB","WDPRB","WDTCB","WSTCB","WWPRB","WYTCB","Total employment (number of jobs)","Wage and salary employment","Proprietors employment","Farm proprietors employment","Nonfarm proprietors employment 2/","Farm employment","Nonfarm employment","Private nonfarm employment","Forestry, fishing, and related activities.x","Mining, quarrying, and oil and gas extraction.x","Utilities.x","Construction.x","Manufacturing.x","Wholesale trade.x","Retail trade.x","Transportation and warehousing.x","Information.x","Finance and insurance.x","Real estate and rental and leasing.x","Professional, scientific, and technical services.x","Management of companies and enterprises.x","Administrative and support and waste management and remediation services.x","Educational services.x","Health care and social assistance.x","Arts, entertainment, and recreation.x","Accommodation and food services.x","Other services (except government and government enterprises).x","Government and government enterprises.x","Federal civilian.x","Military.x","State and local.x","State government","Local government","All industry total","Private industries","Agriculture, forestry, fishing and hunting","Farms","Forestry, fishing, and related activities.y","Mining, quarrying, and oil and gas extraction.y","Oil and gas extraction","Mining (except oil and gas)","Support activities for mining","Utilities.y","Construction.y","Manufacturing.y","Durable goods manufacturing","Wood product manufacturing","Nonmetallic mineral product manufacturing","Primary metal manufacturing","Fabricated metal product manufacturing","Machinery manufacturing","Computer and electronic product manufacturing","Electrical equipment, appliance, and component manufacturing","Motor vehicles, bodies and trailers, and parts manufacturing","Other transportation equipment manufacturing","Furniture and related product manufacturing","Miscellaneous manufacturing","Nondurable goods manufacturing","Food and beverage and tobacco product manufacturing","Textile mills and textile product mills","Apparel, leather, and allied product manufacturing","Paper manufacturing","Printing and related support activities","Petroleum and coal products manufacturing","Chemical manufacturing","Plastics and rubber products manufacturing","Wholesale trade.y","Retail trade.y","Transportation and warehousing.y","Air transportation","Rail transportation","Water transportation","Truck transportation","Transit and ground passenger transportation","Pipeline transportation","Other transportation and support activities","Warehousing and storage","Information.y","Publishing industries (except Internet)","Motion picture and sound recording industries","Broadcasting (except Internet) and telecommunications","Data processing, hosting, and other information services","Finance, insurance, real estate, rental, and leasing","Finance and insurance.y","Monetary Authorities- central bank, credit intermediation, and related services","Securities, commodity contracts, and other financial investments and related activities","Insurance carriers and related activities","Funds, trusts, and other financial vehicles","Real estate and rental and leasing.y","Real estate","Rental and leasing services and lessors of nonfinancial intangible assets","Professional and business services","Professional, scientific, and technical services.y","Legal services","Computer systems design and related services","Miscellaneous professional, scientific, and technical services","Management of companies and enterprises.y","Administrative and support and waste management and remediation services.y","Administrative and support services","Waste management and remediation services","Educational services, health care, and social assistance","Educational services.y","Health care and social assistance.y","Ambulatory health care services","Hospitals","Nursing and residential care facilities","Social assistance","Arts, entertainment, recreation, accommodation, and food services","Arts, entertainment, and recreation.y","Performing arts, spectator sports, museums, and related activities","Amusement, gambling, and recreation industries","Accommodation and food services.y","Accommodation","Food services and drinking places","Other services (except government and government enterprises).y","Government and government enterprises.y","Federal civilian.y","Military.y","State and local.y","Natural resources and mining","Trade","Transportation and utilities","Manufacturing and information","Private goods-producing industries 2/","Private services-providing industries 3/","Region","Party","Representative","Senator"
"North Carolina",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,277994.1,242810.9,3931.2,3425,506.1,507.2,8.9,485.8,12.5,4922.8,13809.7,70589.8,26885.8,1310.4,2165,562.2,3091.8,3037.2,5910.9,3392.6,2373.9,487.2,3151.4,1403.2,43704,18643.9,5586.4,1854.9,1835.5,900.5,214.2,12059.7,2608.7,15143.7,18406.8,7723.6,1395.3,264.6,160.9,3359.1,193.3,9.5,1571.8,769.1,7900.3,2221.6,176.8,5018.7,483.1,44147.9,16815,10345.2,1387.7,5053.4,28.7,27332.9,24997.1,2335.7,23499.4,12002.3,1980.3,2054.5,7967.5,5121.2,6375.9,5989.4,386.5,16649.7,2107.8,14541.9,7611,3893.6,1895.7,1141.5,8603.2,1903.3,996.8,906.5,6699.9,1742.4,4957.5,6975.9,35183.2,4917,4817.6,25448.6,4438.4,33550.5,12646.4,78490.1,88837.8,153973.1,"South",NA,0.6,0.5
"North Dakota",1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15767.7,13224.4,1058.3,976.9,81.4,342.4,125.6,141.2,75.6,582.8,711.3,1228,777.9,62.5,27.6,4.9,77.5,454.3,6.5,2,69,23,24.7,25.9,450.1,307.3,4.7,2.1,4.9,29,33.1,37.7,31.3,1357,1349.8,643.5,15.4,223.3,0.3,287.1,24.7,11.9,72.7,8.1,508,128.6,9.4,322.5,47.6,2249.9,840.9,414.7,60.7,363.3,2.2,1409.1,1316.5,92.6,747.1,381.9,80.7,34,267.2,140.5,224.8,202.8,22,1428.5,58.6,1369.9,495.9,569.2,212.7,92.1,517.6,88.9,26.2,62.7,428.8,110.2,318.6,500,2543.3,418.7,452.5,1672,1400.7,2706.8,1226.4,1736,3340,9884.4,"North Central",NA,NA,NA
"North Dakota",1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16826.2,14230.6,1394.5,1317.8,76.7,301,67.3,168.2,65.4,556.4,775.2,1332.5,932.3,64.7,30.7,5.6,71,529.2,72.5,3.7,81.2,27.8,21.9,24.2,400.2,261.7,5.4,2.4,3.1,30.6,37,23.4,36.7,1396.8,1447.6,722.3,13.4,236.9,0.4,322.6,27,32.7,78.8,10.5,550.8,139,10.8,343.5,57.5,2421.2,947.2,505.8,58,380.6,2.8,1474,1375.1,98.9,788.6,414.8,85.9,47.7,281.2,149,224.8,202.1,22.7,1489.4,61.4,1428,517.6,584.2,222.8,103.3,528.8,83.1,24.6,58.5,445.7,109.6,336.1,525.5,2595.6,468.5,433.5,1693.6,1695.4,2844.5,1278.7,1883.3,3803.2,10427.4,"North Central",NA,NA,NA
"North Dakota",1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17017.3,14375.2,844,764.1,79.9,288.9,67.7,180.2,41,568.6,907.2,1388.8,948.7,63.1,39.6,6.4,62.9,560.5,61.4,3.9,84.3,26.2,20.5,20,440.1,301.7,6.1,2.1,4.1,33.1,26.3,25.1,41.7,1401.2,1467,729.5,14.7,234.1,0.4,344.3,29.4,18.7,76.9,10.9,565,179.5,12.8,327.3,45.4,2628.2,1046.4,594,59.5,388.8,4.1,1581.8,1473.3,108.5,884.5,463.3,92,57.6,313.6,163.2,258,230,28,1563.5,72.2,1491.3,550,593.7,237.7,109.9,574.1,91.5,25.7,65.8,482.6,121.4,361.2,564.7,2642.2,465.6,423.3,1753.3,1132.9,2868.2,1298.1,1953.8,3428.8,10946.3,"North Central",NA,0,0
"North Dakota",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18013.5,15171.4,1016.5,919.2,97.4,346.4,90.7,187.3,68.3,559.1,898.9,1323.5,865.9,70.7,43.1,6.4,57.5,459.8,51.6,3.5,97.6,29.4,26.3,19.9,457.5,317.9,6.6,2.1,3.5,33.9,26.4,22.2,45,1436.8,1508.6,783.2,15,256.4,0.7,363.9,31.6,13.3,89.4,13,548.5,167.2,10.7,345.8,24.8,2923.8,1197.5,662.8,58.7,472.4,3.6,1726.3,1603,123.3,950.6,471.4,92.3,49.7,329.3,179.1,300.2,270.9,29.3,1667.3,83.1,1584.1,578.1,632.2,254.3,119.5,612.4,97.3,29.2,68.1,515.1,131.4,383.6,595.7,2842.1,490.3,436.4,1915.4,1362.9,2945.5,1342.4,1872,3585.2,11586.2,"North Central",NA,0,0
"Ohio",1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,343084.8,304482.7,2788.4,2538.2,250.2,1172.6,334.4,745.4,92.8,7692.9,13149.3,84157.5,57622.1,920,3548.4,8244.8,9583.6,6880.6,2968.6,4291.7,15073.5,2666.7,1271.9,2172.2,26535.4,6506.3,376.7,243.5,2635.8,1963.5,1203.6,7955.5,5650.5,21372.2,24661.5,9226.8,764.6,820.1,209.3,4106.3,230.6,112.8,2125.1,857.9,11084.3,2777.5,345.9,6965.2,995.7,54996.4,19771.3,8491.1,1538.1,9253.6,488.6,35225.1,31416,3809.1,29954,14933.2,2655,2360.3,9917.9,6153.6,8867.3,7905.1,962.2,24907.9,2373.2,22534.8,9995.8,7967.8,3307.8,1263.3,10328.6,3391,1047.4,2343.6,6937.6,1179.8,5757.9,8990.2,38602.1,6421.2,2461.5,29719.3,3961,46033.7,16919.7,95241.8,101267.8,203214.9,"North Central",NA,NA,NA
"Ohio",1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,361511.6,321649.9,2272.6,2020.9,251.7,1282.6,296.5,901.6,84.5,7137.1,14342.9,88707,61403.4,1007.1,3327.2,8020.9,9895.4,7739.2,3792.7,3418.8,17874.8,2907.8,1361.1,2058.3,27303.7,6282.3,411.9,190,2527.5,1987.2,1752.8,8202.9,5949,22324,26818.2,10074,820.8,886.8,212.1,4521.6,248,145.6,2242.3,996.8,11495.3,2847.9,390.2,7142.1,1115,58398.7,22284.5,9528.8,1661.8,10202.8,891.1,36114.2,32136.5,3977.7,32220.3,16109.2,2950.7,2883.5,10274.9,6782.2,9328.9,8348.2,980.7,25913.1,2441.1,23472,10508.5,8146.6,3416.5,1400.3,10989,3539.4,1079,2460.4,7449.7,1282.2,6167.4,9675.2,39861.7,6548.9,2386.1,30926.7,3555.2,49142.2,17211.1,100202.3,106605.2,215044.8,"North Central",NA,NA,NA
"Ohio",1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,375814.4,334541.7,1611.5,1359.8,251.7,1247.8,314.9,857.6,75.3,7760.2,15471,87928.7,59645.3,1017.2,3283.6,6676.5,10215.4,6959.2,3150.2,4182.8,17486.7,3279.7,1434.7,1959.4,28283.4,6921.7,525.8,155.7,2728.9,2154.5,1285.2,8213.8,6297.9,22801.6,27307.8,10574.9,909.4,910,204.7,4815.9,278.9,148.3,2295.7,1012,11708.9,3493,475,6938.2,802.7,63985.6,24734,11597.8,1870.5,10068.2,1197.5,39251.6,34812.8,4438.8,35010,18080.4,3061.8,3109.3,11909.3,6921.9,10007.7,8968.9,1038.9,27266,2678.5,24587.6,10963.4,8501.9,3578.4,1543.9,11865.8,3832.5,1240.5,2592.1,8033.3,1392.6,6640.6,10002,41272.7,6622.8,2443.9,32206,2859.2,50109.4,18335.1,99637.6,106258.9,228282.8,"North Central",NA,0.5652174,1
"Ohio",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,391320.8,347304.6,2035.6,1770.6,264.9,1542,456,1006.4,79.7,7382.8,16261,88575.5,61182.5,1051.8,3317.9,6512.4,10437.9,6780.7,3494,4355.2,17962.3,3825.7,1488.9,1955.8,27393,6495.7,502,159.5,2594.8,2173.3,2033.9,7479.8,5953.9,23325.5,28354,11314.1,1002.4,941.9,253.8,4978.5,289,125.2,2602,1121.3,11020.3,2776.3,399.5,7342.4,502.1,69272.8,27830.5,12766.7,2003.9,12043.1,1016.7,41442.3,36680.2,4762.1,36159.6,18042.3,3225.4,2984.5,11832.4,7565.4,10551.9,9481.8,1070.1,28791.9,2895,25896.8,11629.6,8825.9,3782.7,1658.6,12731,4141.9,1319.1,2822.8,8589.1,1510.7,7078.5,10538.6,44016.2,7090.6,2531.7,34393.9,3577.6,51679.4,18696.9,99595.8,108414.1,238890.5,"North Central",NA,0.5652174,1
"Oklahoma",1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79044.3,66160.6,1492.3,1387,105.2,3650.6,2832.5,116.2,701.9,2099.4,2991.7,12410.1,8003.9,186.1,535.5,232,1519.1,1733.2,1383.6,197.5,1484.9,360.6,126.1,245.3,4406.1,852.7,52.8,113.3,382.1,223.9,739,1051.9,990.5,4423.6,5706.2,2810.5,671.4,239,0.6,1044.9,100.2,198.2,415.8,140.5,2889.1,372.8,66.2,2321.2,128.9,10801.8,3222.2,1428.1,323.9,1447,23.2,7579.5,6136.5,1443,6219.4,3170,1182.1,270.2,1717.6,835.2,2214.2,2086.7,127.6,5525.3,436.5,5088.8,2642,1447.5,582.8,416.4,2693.7,406.2,150.5,255.6,2287.6,283,2004.6,2446.9,12883.8,2836.2,1376.9,8670.7,5142.8,10129.8,4910,15299.2,20544.6,45615.9,"South",NA,NA,NA
"Oklahoma",1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81208,67874.5,1223.4,1117.6,105.7,2721.7,1855.5,156.7,709.5,2007.8,3151.5,12002.7,8131.5,157.6,607.2,242.8,1709.4,1837.8,1135.5,330.7,1421.4,329.2,125.3,234.5,3871.2,890.3,49.6,164.9,339.6,217.4,220.3,891.3,1097.8,4711.2,6190.4,3190.9,743.1,261.2,1.4,1200,70.7,321.3,420.8,172.5,3121.2,379.1,77.6,2513.8,150.8,11261.8,3512.2,1630.5,323.2,1534.4,24.1,7749.5,6261.1,1488.4,6626.1,3400.2,1276.6,322,1801.6,830.2,2395.7,2266.7,128.9,5968.1,434.4,5533.6,2782.7,1650.6,626.8,473.5,3003.7,425.1,160,265,2578.7,293.9,2284.8,2694,13333.5,2953.9,1396.7,8983,3945,10901.6,5198.7,15123.9,19099.3,48775.2,"South",NA,NA,NA
"Oklahoma",1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84089.8,69952.1,1374.7,1260.3,114.4,2904.8,2051.7,179.5,673.6,2174.2,3268.5,12342.4,7931.7,211.3,678.9,196.2,1707,1521.7,1221.1,144.3,1569.7,324.7,119.3,237.4,4410.8,1107.5,45.3,185,451.6,285.7,422.6,727.7,1185.4,4708.9,6255.2,3125.9,754.4,258.7,1.1,1178,78.6,279.6,411.4,164.1,3006.4,413.6,86.5,2381.3,125,12007.8,3702.1,1860.1,313.3,1504.9,23.9,8305.7,6696.6,1609.1,6808.2,3502.8,1279.9,356.2,1866.6,824.4,2481,2339.5,141.5,6202,491.4,5710.6,2844.7,1728.4,632.1,505.4,3130.5,444.5,161.2,283.3,2686,323.5,2362.5,2642.6,14137.7,3095.7,1424.3,9617.7,4279.5,10964.1,5300.1,15348.9,19890.4,50061.7,"South",NA,1,1
"Oklahoma",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90893,75938.6,1558,1440.7,117.4,4614,3489.1,186.5,938.4,2286.9,3614,12754.4,8035.9,174.8,690.1,232.1,1494.4,1819.8,1064.2,162.7,1730.1,305.9,110.6,251.3,4718.5,1321.1,34.7,163.8,473.7,247,676.5,648.5,1153.3,4985.7,6587.1,3271.9,810.9,294.3,1.9,1242.6,77.1,204.3,463,177.8,3138.4,372.4,88.7,2601.2,76.1,12873.2,4203.3,2079.5,306.9,1795.5,21.5,8669.9,7011.7,1658.3,7388.4,3758.3,1351.6,402.9,2003.7,857.5,2772.7,2624.1,148.6,6565.2,525,6040.1,3049,1765.8,672.7,552.7,3464.4,491.7,179.3,312.4,2972.6,360.8,2611.8,2836.9,14954.4,3430.7,1474.8,10048.9,6172.1,11572.8,5558.8,15892.8,22540.5,53398.1,"South",NA,1,1
"Oregon",1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100927.9,87526.7,2924.8,1727.5,1197.4,106.5,1.3,99.1,6.1,1560.1,5296.9,19447.6,15973.4,1979.6,349.4,656.3,1085.8,781.8,9348.4,199.2,574,286.4,292.4,420,3474.2,1314.4,34.9,64.7,852.4,408.7,58.6,399.6,340.8,6724.2,6464.1,3055.3,503.4,244.3,129.9,1080.1,158.9,19.8,649.4,269.5,3221.4,1120.4,145.5,1743.9,211.5,18065.9,4843.7,2111.3,536.8,2173.9,21.7,13222.2,12026.3,1195.8,8794.8,4659.6,816.6,689,3154,1758.2,2377.1,2124.9,252.2,6557.8,644.7,5913.1,3108.1,1642.2,674.2,488.5,2927.1,667.8,275.6,392.2,2259.4,539.1,1720.2,2380.2,13401.2,2296.4,264,10840.8,3031.3,13188.3,4615.5,22668.9,27775.8,59750.9,"West",NA,NA,NA
"Oregon",1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105142.7,91253.4,2633.3,1501.7,1131.6,129.3,0.8,122.6,5.9,1487.2,5430,20000.6,16237.6,1845.6,349.1,526.5,1045,703.3,10078.9,251.2,490.4,242.1,310.3,395.2,3762.9,1373.1,42.3,53.4,965.7,466.8,77.1,423.4,361.1,7000.1,7084.2,3291.4,503,268.2,126.4,1178.7,141.7,38.3,688.2,347,3353.7,1197,170.4,1732,254.3,19058.7,5460.3,2516.3,548.6,2349.9,45.4,13598.4,12372.7,1225.7,9075.1,4828,940.8,799.8,3087.4,1747.9,2499.3,2224,275.3,6869.9,671,6198.9,3180.2,1748.8,725.1,544.8,3172,720.7,340.3,380.5,2451.3,561.2,1890.1,2667.9,13889.2,2360.6,268.8,11259.8,2762.6,14084.3,4778.6,23354.2,28193.2,63060.2,"West",NA,NA,NA
"Oregon",1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107564.3,92775.4,2710.7,1476.6,1234.1,155.5,0.8,149.5,5.3,1638.3,5471.3,18454.6,14584.2,2045.2,313.1,555.4,1056.2,801.4,8028.6,239.1,517.7,272.6,325.2,429.8,3870.5,1318.9,55.1,60.7,992,467.1,60.7,516.5,399.6,7082.2,7175.7,3369.6,526.9,268.2,123.3,1240.6,149,43.6,672.4,345.6,3833.2,1528.1,256.1,1810.1,239,19758,5084.9,2210.8,539.8,2276.7,57.6,14673.2,13352.7,1320.5,9594.2,4940.2,980.5,839.8,3119.8,1958.4,2695.6,2387.4,308.2,7350.4,753.8,6596.6,3321.9,1878,784.5,612.3,3442.8,756.6,355.5,401.1,2686.1,633.7,2052.4,2738.8,14788.9,2454,276.9,12058,2866.2,14257.9,5008,22287.9,26792.2,65983.3,"West",NA,0.25,0.3333333
"Oregon",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117291.2,101741.8,2737.4,1541.2,1196.1,149.5,0.9,142.7,5.9,1619.8,5853.1,21915.1,17602.7,1839.1,314.6,721.7,1126.9,1033.6,10616.4,280.3,586.7,299.7,358.2,425.6,4312.5,1457.7,54,66.4,1082.4,483.4,66.9,698,403.7,7841,7427.7,3655,518.5,272.7,191.9,1342.4,159.6,33,762.6,374.3,3816.5,1466.9,218.7,1978.5,152.4,21261,5501.8,2194.6,604.2,2653.8,49.2,15759.2,14304.2,1455,10740.8,5426.8,1041.8,991.3,3393.6,2326.4,2987.7,2638.1,349.6,7979.2,807.2,7172,3593.3,2030.3,861.1,687.3,3790.4,846.8,417.6,429.2,2943.6,718.7,2224.9,2955.1,15549.4,2771,296.1,12482.3,2886.9,15268.8,5274.9,25731.6,30655.1,71086.6,"West",NA,0.25,0.3333333
"Pennsylvania",1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,356720.2,318586.5,2205.7,1734.5,471.2,1799.6,195.6,1490.6,113.3,7874.4,13214.7,69247,35340.5,1097.3,2965.9,4019.2,6566.2,5104.7,5439.6,2814.5,1630.2,2324.8,1242.4,2135.9,33906.6,5549.6,899.1,1445.6,3649.9,2109.9,1855.4,15485.6,2911.3,20206.2,24405.7,10819.5,2181.2,839.2,262.2,3601.2,926.5,175.4,1751.1,1082.7,13580.7,3169,393.7,8513.5,1504.4,65602.4,26350.4,9833,4530.2,11148.3,838.9,39252,36165.9,3086.2,32626.9,19668,4576.8,2398.6,12692.6,4687,8271.9,7230.3,1041.6,35839.8,6809.4,29030.4,11930.1,11268.1,3821.2,2011.1,10609.5,2545.3,1124.9,1420.3,8064.2,1834.2,6230,10554.4,38133.7,8126.7,1657,28350,4005.3,44611.8,18693.9,82827.8,86467.1,232119.5,"Northeast",NA,NA,NA
"Pennsylvania",1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,373707.8,334194.8,2293.1,1833.7,459.4,2107.3,188.8,1796,122.6,7578.5,13930,71575.7,35565.4,1207.1,3066.2,3950.1,6631.1,5694.8,5296.4,2517,1735.6,1955.9,1291.6,2219.5,36010.3,6148.7,925.3,1340.1,3468,2233.5,2522.1,16132.1,3240.5,21658.6,25943.1,11749.8,2138.3,994.6,194.1,3987.2,928.3,405.9,1878.8,1222.5,14518.7,3292.8,433.7,9065,1727.2,69109.6,28927.9,11035.1,4413.5,12113.4,1365.9,40181.7,36839.5,3342.2,35303.4,21622.4,5053.7,2962.9,13605.8,5030.4,8650.6,7562.4,1088.2,36494.6,6925.8,29568.8,12069.3,11264.2,4106.9,2128.3,11004,2621.2,1241.7,1379.4,8382.8,1975.9,6406.9,10928.3,39513,8337.4,1656,29519.6,4400.4,47601.8,19328.3,86094.4,89906.2,244288.6,"Northeast",NA,NA,NA
